Subscription ID,VM Name/Hostname
/subscriptions/3f64d803-6d97-4d15-aad3-aaac35bd5c3f/resourceGroups/AZ-RESIBM-NONPROD-01-EBIS-DEV-WESTUS-RG-01/providers/Microsoft.Compute/virtualMachines/ebis-perimeter-dev-proxy-vm-dgm011a5f ebis-perimeter-dev-proxy-vm-dgm011a5f
/subscriptions/3f64d803-6d97-4d15-aad3-aaac35bd5c3f/resourceGroups/AZ-RESIBM-NONPROD-01-EBIS-DEV-WESTUS-RG-01/providers/Microsoft.Compute/virtualMachines/ebis-perimeter-dev-proxy-vm-dgm011a60 ebis-perimeter-dev-proxy-vm-dgm011a60
/subscriptions/3f64d803-6d97-4d15-aad3-aaac35bd5c3f/resourceGroups/AZ-RESIBM-NONPROD-01-EBIS-DEV-WESTUS-RG-01/providers/Microsoft.Compute/virtualMachines/ebis-seas-dev-app-vm-dgm011a5e ebis-seas-dev-app-vm-dgm011a5e
/subscriptions/3f64d803-6d97-4d15-aad3-aaac35bd5c3f/resourceGroups/AZ-RESIBM-NONPROD-01-EBIS-DEV-WESTUS-RG-01/providers/Microsoft.Compute/virtualMachines/ebis-sterling-dev-app-vm-dgm011a55 ebis-sterling-dev-app-vm-dgm011a55
/subscriptions/3f64d803-6d97-4d15-aad3-aaac35bd5c3f/resourceGroups/AZ-RESIBM-NONPROD-01-EBIS-DEV-WESTUS-RG-01/providers/Microsoft.Compute/virtualMachines/ebis-sterling-dev-app-vm-dgm011a56 ebis-sterling-dev-app-vm-dgm011a56
/subscriptions/3f64d803-6d97-4d15-aad3-aaac35bd5c3f/resourceGroups/AZ-RESIBM-NONPROD-01-EBIS-DEV2-WESTUS-RG-01/providers/Microsoft.Compute/virtualMachines/ebis-admin-dev2-app-vm-dgm011831 ebis-admin-dev2-app-vm-dgm011831
/subscriptions/3f64d803-6d97-4d15-aad3-aaac35bd5c3f/resourceGroups/AZ-RESIBM-NONPROD-01-ESOP-NONPROD-WESTUS-RG-01/providers/Microsoft.Compute/virtualMachines/cl1-esopnp-ocp-bootstrap-nonprod-ocp-vm-qam0109df cl1-esopnp-ocp-bootstrap-nonprod-ocp-vm-qam0109df
/subscriptions/3f64d803-6d97-4d15-aad3-aaac35bd5c3f/resourceGroups/AZ-RESIBM-NONPROD-01-ESOP-NONPROD-WESTUS-RG-01/providers/Microsoft.Compute/virtualMachines/cl1-esopnp-ocp-master-nonprod-ocp-vm-qam010da0 cl1-esopnp-ocp-master-nonprod-ocp-vm-qam010da0
/subscriptions/3f64d803-6d97-4d15-aad3-aaac35bd5c3f/resourceGroups/AZ-RESIBM-NONPROD-01-ESOP-NONPROD-WESTUS-RG-01/providers/Microsoft.Compute/virtualMachines/cl1-esopnp-ocp-master-nonprod-ocp-vm-qam010da1 cl1-esopnp-ocp-master-nonprod-ocp-vm-qam010da1
/subscriptions/3f64d803-6d97-4d15-aad3-aaac35bd5c3f/resourceGroups/AZ-RESIBM-NONPROD-01-ESOP-NONPROD-WESTUS-RG-01/providers/Microsoft.Compute/virtualMachines/cl1-esopnp-ocp-master-nonprod-ocp-vm-qam010da2 cl1-esopnp-ocp-master-nonprod-ocp-vm-qam010da2
/subscriptions/3f64d803-6d97-4d15-aad3-aaac35bd5c3f/resourceGroups/AZ-RESIBM-NONPROD-01-ESOP-NONPROD-WESTUS-RG-01/providers/Microsoft.Compute/virtualMachines/cl1-esopnp-ocp-worker-nonprod-ocp-vm-qam010da-westus-10 cl1-esopnp-ocp-worker-nonprod-ocp-vm-qam010da-westus-10
/subscriptions/3f64d803-6d97-4d15-aad3-aaac35bd5c3f/resourceGroups/AZ-RESIBM-NONPROD-01-ESOP-NONPROD-WESTUS-RG-01/providers/Microsoft.Compute/virtualMachines/cl1-esopnp-ocp-worker-nonprod-ocp-vm-qam010da-westus-3 cl1-esopnp-ocp-worker-nonprod-ocp-vm-qam010da-westus-3
/subscriptions/3f64d803-6d97-4d15-aad3-aaac35bd5c3f/resourceGroups/AZ-RESIBM-NONPROD-01-ESOP-NONPROD-WESTUS-RG-01/providers/Microsoft.Compute/virtualMachines/cl1-esopnp-ocp-worker-nonprod-ocp-vm-qam010da-westus-4 cl1-esopnp-ocp-worker-nonprod-ocp-vm-qam010da-westus-4
/subscriptions/3f64d803-6d97-4d15-aad3-aaac35bd5c3f/resourceGroups/AZ-RESIBM-NONPROD-01-ESOP-NONPROD-WESTUS-RG-01/providers/Microsoft.Compute/virtualMachines/cl1-esopnp-ocp-worker-nonprod-ocp-vm-qam010da-westus-5 cl1-esopnp-ocp-worker-nonprod-ocp-vm-qam010da-westus-5
/subscriptions/3f64d803-6d97-4d15-aad3-aaac35bd5c3f/resourceGroups/AZ-RESIBM-NONPROD-01-ESOP-NONPROD-WESTUS-RG-01/providers/Microsoft.Compute/virtualMachines/cl1-esopnp-ocp-worker-nonprod-ocp-vm-qam010da-westus-6 cl1-esopnp-ocp-worker-nonprod-ocp-vm-qam010da-westus-6
/subscriptions/3f64d803-6d97-4d15-aad3-aaac35bd5c3f/resourceGroups/AZ-RESIBM-NONPROD-01-ESOP-NONPROD-WESTUS-RG-01/providers/Microsoft.Compute/virtualMachines/cl1-esopnp-ocp-worker-nonprod-ocp-vm-qam010da-westus-7 cl1-esopnp-ocp-worker-nonprod-ocp-vm-qam010da-westus-7
